Title;Author;ISBN;PublishYear;Publisher;Genre;Label
Escape from the Beneficial Ability;Jimmy Fischer;9917019716950;1924;Harvest Books;romance;0
The Last Cagey Assumption;Yousef Terrell;7338778674396;1960;The Large Print Book Company;fiction;0
Death Note, Vol. 1;Tsugumi Ohba;9781417697892;2005;Shueisha;mystery;1
Half of a Yellow Sun;Chimamanda Ngozi Adichie;0008329664;2006;Harper Perennial;fiction;1
My Life as a Purring Recommendation;Chi Hinton;7923383110079;1988;Librairie Hachette;romance;0
Paradiso;Dante Alighieri;0451622790;1595;Fabbri Editori;fiction;1
Chronicles of Spotty Farmer Kingdom;Zaiden Phillips;3781987260100;1974;Wilhelm Goldmann;thriller;0
Gregor and the Marks of Secret;Suzanne Collins;9781407172613;2006;POCHE JEUNESSE;fantasy;1
A Study in Scarlet;Arthur Conan Doyle;1976583675;1887;Alma Classics;mystery;1
Memoirs of a Vigorous Mom;Daphne Parsons;8305729767571;1917;Heritage Reprints;fiction;0
The black camel;Earl Derr Biggers;9798597386768;1929;Bobbs-Merrill;mystery;1
The Changeover;Margaret Mahy;9780140372953;1974;Turtleback;fantasy;1
Climate and the Omniscient Quest;Brody Rhodes;1996031505604;1991;Alfred a Knopf Inc;fiction;0
Phoneing the Tenuous Guitar;Ramon Valdez;6760529658681;1930;Voyager Classics / HarperCollins;fiction;0
Attention and the Ambitious Quest;Ada Robertson;9485172317573;1994;An Gúm;mystery;0
Big Little Lies;Liane Moriarty;9780399587191;2014;Penguin Random House Grupo Editorial;mystery;1
Mysterious Instance: A Memoir;Isabella Tucker;6481245993518;1963;Vaga;mystery;0
Bustling Affair: A Memoir;Lauryn Frank;1497449218248;1953;WMF Martins Fontes;fantasy;0
Bakeing the Beneficial Hearing;Giavanna Spears;9650801297513;1977;Bertrand, Livraria;fiction;0
Skyclan's Destiny;Erin Hunter;0061699942;2010;Beltz GmbH, Julius;fantasy;1
Diary of a Wasteful Spaceship;Halle Buchanan;5044320197648;1901;Langenscheidt Fachv., M.;fantasy;0
The Moonstone;Wilkie Collins;9780515014020;1868;Pyramid;fiction;1
The Clue in the Diary;Mildred Augustine Wirt Benson;9781557091611;1932;Grosset & Dunlap;mystery;1
The Grand Babylon Hotel;Arnold Bennett;1986562603;1902;10 X 18;mystery;1
Diary of a Possessive Pizza;Anthony Higgins;4256092757180;1917;Zeplin Kitap;fantasy;0
Warrior's Return (Warriors;Dan Jolley;0061252336;2008;Nowa Baśń;fantasy;1
Such Dark Magic;Robyn Donald;9780263134193;1993;HARLEQUIN MILLS BOON;romance;1
The Mirror Crack'd from Side to Side;Agatha Christie;0002445077;1960;AST;fiction;1
My Life as a Handy Banana;Leslie Sellers;1808749905511;2001;Galaxy Plus;fiction;0
21st Birthday;James Patterson;9781529157277;2021;Little, Brown & Company;mystery;1
Trixie Belden and the mysterious visitor;Julie Campbell;9780375925788;1954;Imagination Studio;mystery;1
The Chronicles of the Faithful Version;Elizabeth Lang;2986229870733;2011;Random House Trade Paperbacks;thriller;0
The Informer;Liam O'Flaherty;0451503511;1925;T. Knaur Nachf.;thriller;1
A Room with a View;Edward Morgan Forster;1434639037;1908;Independently Published;romance;1
Diary of a Wasteful Software;Peyton Bradford;1598641450974;1934;John Murray Publishers Ltd;romance;0
Days of Magic, Nights of War;Clive Barker;9780060510848;2002;Voyager;fantasy;1
The Prestige;Christopher Priest;9781405617086;1901;Timun Mas Narrativa;fantasy;1
Our Man in Havana;Graham Greene;9655454878;1958;Pandora;fiction;1
Memoirs of a Flying King;Kaiden Hahn;7281342223619;1999;Triad/Panther;thriller;0
The Last Dancing Spaceship;Otto Hendrix;1031404568124;2001;Educa Books/ Gallimard;fantasy;0
Inuyasha;Rumiko Takahashi;1569315531;1998;VIZ Media LLC;fantasy;1
A Good Wife;Betty Neels;0263164357;1999;Mills & Boon;romance;1
Anne of the Island;Lucy Maud Montgomery;9781543266931;1826;A. L. Burt Company;fiction;1
Loves Music, Loves to Dance;Mary Higgins Clark;0712617248;1991;Recorded Books;mystery;1
How to Dislike a Mom;Dream Carpenter;8335634269701;1974;Hanley Media;fiction;0
The Last Hospitable Article;Luciana Myers;1254596219828;1902;apebook;thriller;0
The  dynamiter;Robert Louis Stevenson;9781412171786;1885;Scribner;thriller;1
Chronicles of Military Foundation Kingdom;Katelyn Rivera;7425102038996;1910;Olmak Trade, S.L.;mystery;0
Debt of Dishonour;Mary Wibberley;9780373103904;1980;Chivers Press;romance;1
The Observant Throat;Jamie Molina;8905283142870;1932;Livre de Poche;thriller;0
The Zonked Election;Corey Everett;8578246558080;1949;Books in Motion;romance;0
The exiled queen;Cinda Williams Chima;8466646361;2010;Ediciones B;fantasy;1
Tales of a Golden Assistant;Laylah Blankenship;1889376104000;1955;Eyre & Spottiswode;fantasy;0
Playback;Raymond Chandler;9780860095644;1958;Independently Published;mystery;1
Term limits;Vince Flynn;1416516344;1997;Pocket Star;thriller;1
Knife of Dreams;Robert Jordan;0765368617;2005;Tor Fantasy;fiction;1
Journey to the Educated Guitar;Haylee Sparks;3675820381030;1908;Het Spectrum;romance;0
Adventures in Zombie Land;Elian Enriquez;7492631129544;1914;Clydesdale;fiction;0
Adventures in Version Land;Jaxen Palacios;7874822106366;1909;Vintage Children's Classics;fiction;0
Memoirs of a Extra-small Employer;Estella Schmitt;7809782704944;1926;Doubleday & Company Inc.;mystery;0
Where the Crawdads Sing;Delia Owens;1644737000;2018;Ático de los libros;mystery;1
American Gods;Neil Gaiman;6053756636;2001;Recorded Books, LLC;fiction;1
My Life as a Flimsy Assistant;Ermias Weeks;8934560119995;1972;Roca Editorial;romance;0
Emily's quest;Lucy Maud Montgomery;109748517X;1756;Buccaneer Books;fiction;1
The Last Voracious Refrigerator;Everleigh Casey;8895980159787;1975;Dorling Kindersley;thriller;0
The Sea of Monsters;Rick Riordan;0545003407;2005;PUFFIN;fantasy;1
Journey to the Triumphant Steak;Kyro Orr;3500402223808;1961;CreateSpace Classics;thriller;0
Echoes of the Past;Sally Wentworth;9780263793093;1989;Ulverscroft Large Print;romance;1
My Life as a Loving Outcome;Xiomara Jacobson;1115224119464;2013;NXB Văn học;fantasy;0
Exile;Shannon Messenger;1471189392;2012;Aladdin;fantasy;1
The Henna wars;Adiba Jaigirdar;9781444962208;2020;Page Street Publishing Company;romance;1
Mary Barton;Elizabeth Cleghorn Gaskell;9780393930634;1848;H. Milford;romance;1
My Life as a Perfect Assumption;Christopher Juarez;2884404657691;2010;Grolier;thriller;0
The Sinner (Jane Rizzoli, Book 3);Tess Gerritsen;9780739314296;2003;BCA;thriller;1
Stranger with my face;Lois Duncan;9780330292559;1981;Little, Brown;fantasy;1
The Mysterious Farmer;Jordan Zhang;3454716124884;2018;Classic Books America;mystery;0
Integrateing the Lucky Death;Mira Solis;6801641474014;1991;Pearson ESL;thriller;0
The Glass Hotel;Emily St. John Mandel;052556294X;2020;HarperCollins Publishers;mystery;1
Chronicles of Unexpected Assistant Kingdom;Angel Gillespie;5729937367926;1938;Carroll & Graf;thriller;0
The Sign of Four;Arthur Conan Doyle;9781483931333;1889;Macmillan Heinemann ELT;fiction;1
Chronicles of Elusive Foundation Kingdom;Sabrina Woods;8336392866932;1919;Azbuka;fantasy;0
The Lucky Gate;Yosef Stanley;7791708484717;1971;Mondatori;thriller;0
Memoirs of a Shiny Interaction;Giana Casey;7647981105007;2008;Sifre aliyat ha-gag;thriller;0
Double Fudge;Judy Blume;1405007877;2001;Turtleback;fiction;1
The Curse of the Wacky Death;London Pearson;5428095306397;1963;Printed for the members of the Limited Editions Club;romance;0
Neon Prey;John Sandford;9781984882837;2019;Simon & Schuster, Limited;thriller;1
The Bridesmaid;Ruth Rendell;9780099781110;1989;Goldmann;mystery;1
The Call of the Wild;Jack London;1722977671;1903;Audiocite;fiction;1
Vampire Chronicles (Interview with the Vampire / Queen of the Damned / Vampire Lestat);Anne Rice;9780394581866;1989;Alfred A. Knopf;romance;1
Memoirs of a Amazing Foundation;Mateo Richmond;2508717265271;1905;Tredition GmbH;fiction;0
Journey to the Stupendous Climate;Eloise Winters;6179692275459;1970;Röser, Rudolf Verlag;mystery;0
Triumphant Concept: A Memoir;Haven Paul;9679768056500;2006;Libertarias Prodhufi;fiction;0
The Last Innate Responsibility;Rosalee Rivera;7946575695946;1998;Birch Tree Publishing;mystery;0
The Murders in the Rue Morgue;Edgar Allan Poe;109572777X;1895;Lulu.com;mystery;1
Smokescreen;Anne Mather;9780263109559;1982;Harlequin Mills & Boon, Limited;romance;1
Drowned Wednesday;Garth Nix;9781338240337;2005;Uitgeverij M;fantasy;1
A Guide to Steming the Ability;Brooks Sims;2509615365521;1903;World Pub. Co.;fiction;0
Midnight's Children;Salman Rushdie;9788375109122;1981;Limbus press;fiction;1
That hideous strength;C.S. Lewis;9780330021708;1945;Macmillan;fiction;1
The Petrakos Bride;Lynne Graham;9780373126538;2007;Harlequin;romance;1
Loving Assumption: A Memoir;Cletus Salinas;4050166274021;2009;Deutscher Taschenbuch Verlag;fantasy;0
The bone tree;Greg Iles;0007384297;2012;Scribner;thriller;1
Chronicles of Loving Article Kingdom;Tinsley Wolf;2653247642578;1928;Gece Kitapligi;thriller;0
Satan's Master;Carole Mortimer;1474030211;1981;Harlequin Enterprises, Limited;romance;1
Chronicles of Friendly Contract Kingdom;Adriana Brock;7650966582299;2000;Hard Press;thriller;0
Escape from the Golden Instance;Aurelia Tran;9847828634203;1984;Artist Eye Books;mystery;0
Captive of Gor;John Norman;1522602348;1972;Open Road Media Sci-Fi & Fantasy;fantasy;1
Memoirs of a Wasteful Climate;Anders Jaramillo;3407482551406;1997;Printers Row Publishing Group;fiction;0
Escape from the Perfect Importance;Blaine Joyce;4295809328320;1940;Harper Paperback;romance;0
The Friendly Software;Jayce Austin;9052413623899;2008;E. Benn limited;fiction;0
The Convoluted Universe, Book One;Dolores Cannon;1886940827;2001;Ozark Mountain Publishing;mystery;1
Lifelong Affair;Carole Mortimer;0373106270;1983;Mills & Boon;romance;1
Curious Importance: A Memoir;Salvatore Weeks;4833809678516;1957;W. Collins;fantasy;0
Drink with the devil;Jack Higgins;9754056854;1996;Berkley Books;thriller;1
The Last Kingdom;Bernard Cornwell;0060532807;2004;BBC Audiobooks;fiction;1
Adventures in Penguin Land;Titus McCoy;7848538552204;1976;Sidgwick & Jackson Ltd.;fiction;0
Orlando;Virginia Woolf;1729416098;1928;Mladinska knjiga;fiction;1
Memoirs of a Hanging Farmer;Korbin Lugo;5362582590295;1913;Pearson Prentice Hall;thriller;0
I Malavoglia;Giovanni Verga;9798721485411;1881;Dedalus Books Limited;fiction;1
Memoirs of a Wasteful Banana;Haisley Lowe;5516237975600;1961;Unknown;fantasy;0
The Chronicles of the Triumphant Refrigerator;Prince King;8222059928504;1936;Ann Arbor Media Group;fantasy;0
Roomy Concept: A Memoir;Oakleigh Hayden;9304376877026;1928;Logic & Light;mystery;0
Journey to the Adjoining Penguin;Paityn Rivers;3027464043595;1959;Martin;fiction;0
The Chronicles of the Ambitious Mixture;Braylen Dickerson;6420653386602;1919;Can Yayınları;mystery;0
Memoirs of a Invisible Desk;Elisha Richardson;2998451782684;2011;Harbin Publishing;fiction;0
Diary of a Wasteful Security;Noemi Lin;4750908556711;1938;evertype;romance;0
The Chronicles of the Observant Gate;Oaklee Coleman;5851539032965;2017;Amereon Press;mystery;0
A Season in Hell;Jack Higgins;0671725319;1989;MysteriousPress.com/Open Road;thriller;1
American Tabloid;James Ellroy;9780375727375;1995;Ediciones B;mystery;1
If You Come Softly;Jacqueline Woodson;9780142415221;1998;Puffin;romance;1
Legendborn;Tracy Deonn;1398501875;2020;Simon & Schuster Audio;romance;1
Diary of a Impartial Assumption;Lea Sloan;3515601486513;2000;Top Five Books;thriller;0
Abnormal Importance: A Memoir;Owen Hopkins;4002911803585;1925;Giunti;thriller;0
Hospitable Employer: A Memoir;Mary Palacios;8892655493940;2020;Brand: Scribner;romance;0
Memoirs of a Stupendous Paper;Yosef Blevins;9069509001164;1944;Flame Tree 451;fiction;0
Tales of a Flimsy Mom;Arian Trejo;5013469895253;1942;Godine Publisher, David R.;mystery;0
Little men;Louisa May Alcott;1015472656;1885;Start Publishing LLC;fiction;1
Off with the Old Love;Betty Neels;0373249950;1987;Harlequin Enterprises, Limited;romance;1
The quest for paradise;Elisabetta Dami;054539368X;2006;Scholastic;fantasy;1
The Lost Symbol;Dan Brown;9789955132431;2009;Grupo Planeta;thriller;1
The Curse of the Extra-small Mixture;Kade Cortes;4438650108983;1948;Audiobooks;mystery;0
The Chronicles of the Flimsy Possibility;Mohamed Lamb;4371151168562;1948;Khudozh. lit-ra,;romance;0
Chronicles of Amazing Mole Kingdom;Mathew Payne;7324821729571;1969;Editions J'ai Lu;romance;0
The Last Zonked Passion;Eduardo Burnett;4985383646535;1901;T.Y. Crowell & company;romance;0
The Mysteries of Udolpho;Ann Radcliffe;9780559075667;1794;Printed by Samuel Etheridge, for J. White, W. Spotswood, Thomas & Andrews, D. West, E. Larkin, W.P. Blake, J. West, and J.W. Folsom;mystery;1
Causeing the Inner Ability;Leo Garner;1190049914238;2007;The Reilly & Britton;mystery;0
Adventures in Yeti Land;Violette Alexander;5373141390405;2008;PAN BOOKS LTD;fiction;0
Brighton rock;Graham Greene;9780670000081;1938;Vintage Classics;mystery;1
Invisible Toast: A Memoir;Kyree House;6158778368169;1969;Avon books;romance;0
Diary of a Invisible Literature;Marilyn Avila;8695067094082;2001;Brand: HighBridge Company;fiction;0
The kind worth killing;Peter Swanson;0571302203;2015;Faber and Faber;thriller;1
Stardust;Neil Gaiman;8467450312;1997;Ithaki Yayinlari;fiction;1
Chronicles of Elusive World Kingdom;Chasity Williamson;9244838247700;1944;Brimax;thriller;0
Adventures in Microwave Land;Karter Rivera;9219900118260;1993;Alianza Editorial S.A.,Spain;thriller;0
The Legend of the Lucky Disk;Lillian Rocha;6269546514861;1916;Boni and Liveright;mystery;0
The Curse of the Abnormal Desk;Luca Mills;1281570127840;2000;Eerdmans;thriller;0
Mr. Perfect;Linda Howard;074350061X;2000;Atria;thriller;1
The Legend of the Elusive Responsibility;Kyla Marin;7609700385374;1998;E. P. Dutton;thriller;0
Escape from the Unexpected Phone;Willow Crane;7921671405234;1936;J. Rozez;thriller;0
Midsummer Magic;Catherine Coulter;0451209192;1987;Signet;romance;1
The Switch;Elmore Leonard;9780553260878;1978;Phoenix (an Imprint of The Orion Publishing Group Ltd );mystery;1
Drifting the Mysterious Robot;Vivienne Black;6264685831088;1919;Reader's Digest (Australia) Pty, Limited;mystery;0
The Last Bizarre Assistant;Veda Torres;9331745861468;1966;Thomas Nelson & Sons Ltd;fiction;0
The Last Purring Election;Jolene Gallegos;9032428175101;1974;Hallmark Entertainment Books;romance;0
The Secret of the Software;Madden Rubio;8259102687806;2018;E-Kitap Projesi & Cheapest Books;fantasy;0
Blowout;Catherine Coulter;0739443631;2004;G.P. Putnam's;mystery;1
Menschen im Hotel;Vicki Baum;9780899684765;1929;Amereon Ltd;mystery;1
Lost and Found;Jayne Ann Krentz;0399146695;2001;Brilliance Audio on CD Unabridged Lib Ed;thriller;1
Passion and the Deafening Quest;Alaina McCoy;9490034517353;2000;Broadway Play Publishing, Incorporated;romance;0
What Moves the Dead;T. Kingfisher;9781803360072;2022;Tor Nightfire;fantasy;1
The Seven Deaths of Evelyn Hardcastle;Stuart Turton;9781408889541;2018;Neri Pozza;mystery;1
Security and the Impartial Quest;Hadley Xiong;9626378909889;1995;Compass;fiction;0
Chronicles of Handy World Kingdom;Ariel Hartman;1875218744624;2021;Logic & Light;mystery;0
The Chronicles of the Impartial Foundation;Cassandra Levy;8515468558162;2007;Dramatic Publishing Company;mystery;0
How to Summon a Outcome;Collin McClain;2084755304425;1982;WJS Classics;fiction;0
The Chronicles of the Marvelous Paper;Perry Curtis;8196859829105;2012;Pearson Education in association with Penguin books;fiction;0
Integrateing the Stupendous Throat;Nehemiah Richards;9246125198377;1900;Maurice Bauche;fantasy;0
Escape from the Fanatical Assumption;Lucian Kelley;6529191833055;1956;Ha'erbin chu ban she;romance;0
The Last Former Employer;Madisyn Brock;4576143265703;1913;Babelcube Inc;romance;0
City of Ashes;Cassandra Clare;9781406307627;2007;Simon and Schuster ;fantasy;1
The Indian in the Cupboard;Lynne Reid Banks;0380726432;1980;Granada;fantasy;1
The Abnormal Affair;Kohen Briggs;2162481068902;1936;COLUMNA;romance;0
Attention and the Mysterious Quest;Coen Person;5946289087137;1953;Grasset;fantasy;0
The Last Unexpected Microwave;Jeremias Koch;9487562146025;1963;Tomo;romance;0
The Rise and Fall of the Triumphant Magazine;Odin Henry;7557283446540;2010;Maceca Ed. e Represent.;romance;0
Adventures in Mixture Land;Cyrus Wilson;5840560747784;1928;Liveright;fiction;0
The Last Confused Yeti;Adley Lynn;2018108256687;1941;Grols Verlag;thriller;0
A Guide to Phoneing the Outcome;Della Harper;4069427000661;1916;Sopena Espanola;fiction;0
Yertle the turtle;Dr. Seuss;9780613377058;1958;Turtleback Books Distributed by Demco Media;fantasy;1
Sum;David Eagleman;0307377342;2008;Canongate Books;fantasy;1
The Eagle Has Flown (Classic Jack Higgins Collection);Jack Higgins;0007385560;1991;Chapmans Publishers;mystery;1
Stargirl (Stargirl #1);Jerry Spinelli;9783791519609;2000;Ha fo ren;fiction;1
The Breaking Point;Mary Roberts Rinehart;1406562661;1922;Dodo Press;thriller;1
Valley of the Moon;Margaret Way;0263094863;1979;Harlequin Books;romance;1
The Secret of the Dragon;Willian Torres;5067372022207;1959;Polyglot Press, Incorporated;thriller;0
Harsh Climate: A Memoir;Osiris Robinson;6894537197703;1965;Brand: Goldencraft;thriller;0
Daughter of the empire;Raymond E. Feist;9780007349159;1987;Voyager;fantasy;1
Love Only Once;Johanna Lindsey;1423350863;1985;Brilliance Audio on CD;romance;1
The Secret of the Version;Caspian Campos;1763334646630;1916;Farshore;fantasy;0
The Legend of the Hanging Yeti;Aubrie Shepherd;9984397816655;1976;Brand: Solaris;thriller;0
Huye, Jane, huye!;Joy Fielding;0750503335;1991;Ksia̜żnica;thriller;1
The Wind Chill Factor;Thomas Gifford;9783991143949;1975;Head of Zeus;thriller;1
The Whisper Man;Alex North;1405936010;2019;Celadon Books;thriller;1
Leviathan Wakes;James S. A. Corey;9783641076313;2009;James S;fiction;1
The Rise and Fall of the Wacky Instance;Nehemiah Pittman;7047782630769;1957;Éditions Penguin;mystery;0
North from Rome;Helen MacInnes;9780449232859;1958;Fawcett Crest;thriller;1
The deeds of the disturber;Elizabeth Peters;0788761420;1988;Constable and Robinson;thriller;1
The Cheater;Robert Lawrence Stine;0785706550;1993;Loewe Vlg., Bindlach;mystery;1
Bakeing the Curious Toast;Rena Yoder;7401763287104;1946;Eternal Classics;romance;0
